fam_name	# chemicals	# family specific chemicals	# med plants
Gisekiaceae	0.6	0.2	0.2
Sapotaceae	0.8442105263157895	0.12842105263157894	0.02736842105263158
Alstroemeriaceae	0.972972972972973	0.0	0.02702702702702703
Wiesnerellaceae	1.0	0.0	0.0
Caulerpaceae	0.7580645161290323	0.23118279569892472	0.010752688172043012
Mniaceae	0.9019607843137255	0.09803921568627451	0.0
Myristicaceae	0.7857142857142857	0.20930232558139536	0.0049833887043189366
Blandfordiaceae	1.0	0.0	0.0
Grimmiaceae	1.0	0.0	0.0
Polygonaceae	0.822316234796404	0.1491274457958752	0.028556319407720784
Nepenthaceae	0.8947368421052632	0.05263157894736842	0.05263157894736842
Saxifragaceae	0.8648208469055375	0.1254071661237785	0.009771986970684038
Rutaceae	0.7343361364443918	0.2558332346322397	0.009830628923368471
Zygophyllaceae	0.7253886010362695	0.23575129533678757	0.038860103626943004
Davalliaceae	0.9651162790697675	0.023255813953488372	0.011627906976744186
Coriariaceae	0.82	0.16	0.02
Sarraceniaceae	0.8809523809523809	0.07142857142857142	0.047619047619047616
Cucurbitaceae	0.7652877697841727	0.2135791366906475	0.021133093525179857
Conocephalaceae	0.9024390243902439	0.0975609756097561	0.0
Combretaceae	0.7875862068965517	0.19586206896551725	0.016551724137931035
Casuarinaceae	0.855072463768116	0.13043478260869565	0.014492753623188406
Chlamydomonadaceae	0.9535714285714286	0.04285714285714286	0.0035714285714285713
Plagiogyriaceae	0.6666666666666666	0.3333333333333333	0.0
Lauraceae	0.7943951165371809	0.19617092119866814	0.009433962264150943
Brassicaceae	0.7626893436088228	0.22375764018070687	0.01355301621047037
Bathycoccaceae	1.0	0.0	0.0
Caryocaraceae	0.6666666666666666	0.3333333333333333	0.0
Symplocaceae	0.6407185628742516	0.3413173652694611	0.017964071856287425
Pentadiplandraceae	1.0	0.0	0.0
Trentepohliaceae	0.5	0.5	0.0
Balanopaceae	1.0	0.0	0.0
Ehretiaceae	0.8306451612903226	0.1532258064516129	0.016129032258064516
Lejeuneaceae	0.5864661654135338	0.41353383458646614	0.0
Crassulaceae	0.830997526793075	0.15004122011541632	0.018961253091508656
Ochnaceae	0.6	0.392	0.008
Lunulariaceae	0.9666666666666667	0.03333333333333333	0.0
Campanulaceae	0.8324468085106383	0.1502659574468085	0.017287234042553192
Goupiaceae	0.9882352941176471	0.0	0.011764705882352941
Misodendraceae	1.0	0.0	0.0
Calyceraceae	0.972972972972973	0.02702702702702703	0.0
Rhizogoniaceae	1.0	0.0	0.0
Sphagnaceae	0.6	0.4	0.0
Apocynaceae	0.6912136536030341	0.2945638432364096	0.014222503160556258
Irvingiaceae	0.7777777777777778	0.1111111111111111	0.1111111111111111
Porellaceae	0.7824074074074074	0.21296296296296297	0.004629629629629629
Gnetaceae	0.7831715210355987	0.21035598705501618	0.006472491909385114
Pittosporaceae	0.889795918367347	0.10204081632653061	0.00816326530612245
Griseliniaceae	0.9722222222222222	0.0	0.027777777777777776
Eupteleaceae	0.6382978723404256	0.3404255319148936	0.02127659574468085
Humiriaceae	0.6	0.4	0.0
Cyatheaceae	0.875	0.125	0.0
Haloragaceae	0.8571428571428571	0.07142857142857142	0.07142857142857142
Begoniaceae	0.8620689655172413	0.13793103448275862	0.0
Cervantesiaceae	0.8490566037735849	0.1509433962264151	0.0
